Alumni Hall
Badin Hall
Breen-Phillips Hall
Carroll Hall
Cavanaugh Hall
Dillon Hall
Duncan Hall
Dunne Hall
Farley Hall
Fisher Hall
Flaherty Hall
Howard Hall
Keenan Hall
Keough Hall
Knott Hall
Lewis Hall
Lyons Hall
McGlinn Hall
Morrissey Hall
O'Neill Hall
Pasquerilla East Hall
Pasquerilla West Hall
Ryan Hall
St. Edward's Hall
Siegfried Hall
Sorin Hall
Stanford Hall
Walsh Hall
Welsh Family Hall
Zahm Hall
